"REF_DATE","GEO","DGUID","Income percentiles","Age group","Tax and transfer type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2017","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","x","","","0"
"2018","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","x","","","0"
"2019","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2020","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"2021","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 25.1% to 30%","Persons","249","units","0","v121258867","12.2.1.1.17","","F","","","0"
"1992","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","625","","","","0"
"1993","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","915","","","","0"
"1994","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","745","","","","0"
"1995","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","860","","","","0"
"1996","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","1005","","","","0"
"1997","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","1145","","","","0"
"1998","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","1280","","","","0"
"1999","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2000","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2001","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2005","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2006","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2007","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2008","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2009","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2010","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2011","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2012","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2013","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2014","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2015","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2016","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2017","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2018","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2019","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2020","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"2021","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Rate of 30.1% or more","Persons","249","units","0","v121258868","12.2.1.1.18","","F","","","0"
"1992","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","72920","","","","0"
"1993","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","78355","","","","0"
"1994","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","82240","","","","0"
"1995","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","83580","","","","0"
"1996","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","81520","","","","0"
"1997","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","78880","","","","0"
"1998","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","80870","","","","0"
"1999","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","92080","","","","0"
"2000","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","92835","","","","0"
"2001","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","85495","","","","0"
"2002","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","86955","","","","0"
"2003","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","87095","","","","0"
"2004","Alberta","2016A000248","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","Number of filers reporting 0","Persons","249","units","0","v121258869","12.2.1.1.19","92650","","","","0"
